    0.999999974737875163555145263671875000000000E-04    0.601337966918945312500000000000000000000000E+02
    0.102020130725577473640441894531250000000000E-03    0.612990379333496093750000000000000000000000E+02
    0.104081082099582999944686889648437500000000E-03    0.624868392944335937500000000000000000000000E+02
    0.106183659227099269628524780273437500000000E-03    0.636976432800292968750000000000000000000000E+02
    0.108328706119209527969360351562500000000000E-03    0.649318847656250000000000000000000000000000E+02
    0.110517095890827476978302001953125000000000E-03    0.661900100708007812500000000000000000000000E+02
    0.112749679828993976116180419921875000000000E-03    0.674724884033203125000000000000000000000000E+02
    0.115027374704368412494659423828125000000000E-03    0.687797851562500000000000000000000000000000E+02
    0.117351090011652559041976928710937500000000E-03    0.701123962402343750000000000000000000000000E+02
    0.119721727969590574502944946289062500000000E-03    0.714707870483398437500000000000000000000000E+02
    0.122140278108417987823486328125000000000000E-03    0.728554687500000000000000000000000000000000E+02
    0.124607671750709414482116699218750000000000E-03    0.742669448852539062500000000000000000000000E+02
    0.127124920254573225975036621093750000000000E-03    0.757057266235351562500000000000000000000000E+02
    0.129692998598329722881317138671875000000000E-03    0.771723480224609375000000000000000000000000E+02
    0.132312969071790575981140136718750000000000E-03    0.786673355102539062500000000000000000000000E+02
    0.134985879412852227687835693359375000000000E-03    0.801912460327148437500000000000000000000000E+02
    0.137712777359411120414733886718750000000000E-03    0.817446289062500000000000000000000000000000E+02
    0.140494754305109381675720214843750000000000E-03    0.833280563354492187500000000000000000000000E+02
    0.143332930747419595718383789062500000000000E-03    0.849421005249023437500000000000000000000000E+02
    0.146228456287644803524017333984375000000000E-03    0.865873565673828125000000000000000000000000E+02
    0.149182465975172817707061767578125000000000E-03    0.882644195556640625000000000000000000000000E+02
    0.152196153067052364349365234375000000000000E-03    0.899738998413085937500000000000000000000000E+02
    0.155270710820332169532775878906250000000000E-03    0.917164306640625000000000000000000000000000E+02
    0.158407390699721872806549072265625000000000E-03    0.934926376342773437500000000000000000000000E+02
    0.161607444169931113719940185546875000000000E-03    0.953031768798828125000000000000000000000000E+02
    0.164872122695669531822204589843750000000000E-03    0.971487045288085937500000000000000000000000E+02
    0.168202750501222908496856689453125000000000E-03    0.990298767089843750000000000000000000000000E+02
    0.171600666362792253494262695312500000000000E-03    0.100947387695312500000000000000000000000000E+03
